node_id,Betweenness Centrality,Eigenvector Centrality,Closeness Centrality,PageRank,Degree,Community
133,0.0,0.00013956871491628558,0.07496931860626434,0.0004319977205652767,2,9
134,34980.23784673495,0.0006657037214932342,0.08785642821410705,0.0015780904484550748,9,11
135,2534.8307359307355,0.002992475787756419,0.09439032583137387,0.0006110377696187018,3,7
136,103.77857142857141,0.0010930389664406976,0.08407132599329822,0.0007163030351966599,4,9
137,0.0,0.0018547170297082056,0.07642099537666576,0.00047089982353206567,2,6
138,2918.675626566416,0.0030823330496383104,0.08787291262743135,0.0009883099907699673,6,9
139,8699.188578775478,0.003080179441533397,0.08770287141073659,0.0010695568593258598,6,9
140,622.9358308358394,4.7130058472866154e-05,0.07743179939377239,0.0009016023675811157,5,11
141,8.917338217338218,1.0494982303847889e-05,0.07194797214256453,0.000594685295841361,3,11
142,988.6666666666667,0.01944654559508538,0.08350172352311898,0.0005349903435197878,2,6
143,21389.610200503637,0.0032937067963649666,0.07873795113203318,0.0009569128307512939,5,2
144,372.4551587301586,0.0006153121592836526,0.08062202329718253,0.0007557007097507798,4,9
145,18.394871794871797,0.0006316057480924567,0.08117633464293968,0.0005883121694381034,3,9
146,122252.18634532405,0.14489779470201083,0.09356063128454419,0.00039216003975797676,2,6
147,0.0,0.011256333722059633,0.0827200471003827,0.0004156713512604233,2,6
