Node,Community,Betweenness,Degree,Connected Communities,Comm Size,Relative Betweenness,Degree Centrality
66346,320,58.5,4,1,150,16.680923866552614,3.431414600669126e-05
49021,41,58.0,4,1,407,16.53835186769319,3.431414600669126e-05
102028,42,58.0,4,1,134,16.53835186769319,3.431414600669126e-05
19089,860,58.0,4,1,70,16.53835186769319,3.431414600669126e-05
35364,229,58.0,5,1,121,16.53835186769319,4.289268250836407e-05
68246,629,57.0,3,1,143,16.253207869974343,2.5735609505018444e-05
96576,765,57.0,4,1,82,16.253207869974343,3.431414600669126e-05
76802,412,57.0,3,1,417,16.253207869974343,2.5735609505018444e-05
47844,202,57.0,3,1,133,16.253207869974343,2.5735609505018444e-05
113872,1982,57.0,5,1,49,16.253207869974343,4.289268250836407e-05
67975,394,57.0,5,1,82,16.253207869974343,4.289268250836407e-05
66825,1540,56.5,4,1,59,16.11063587111492,3.431414600669126e-05
92036,96,56.0,3,1,135,15.968063872255495,2.5735609505018444e-05
51722,458,56.0,4,1,66,15.968063872255495,3.431414600669126e-05
17238,464,54.0,5,1,76,15.397775876817798,4.289268250836407e-05
56180,340,53.833333333333336,4,1,163,15.35025187719799,3.431414600669126e-05
67986,28,53.0,3,1,49,15.11263187909895,2.5735609505018444e-05
1460,437,51.666666666666664,5,5,49,14.732439882140486,4.289268250836407e-05
68875,452,51.0,5,1,114,14.542343883661255,4.289268250836407e-05
113544,127,51.0,8,1,81,14.542343883661255,6.862829201338252e-05
3350,297,51.0,5,1,283,14.542343883661255,4.289268250836407e-05
49937,180,50.0,4,1,93,14.257199885942406,3.431414600669126e-05
57799,597,50.0,4,1,71,14.257199885942406,3.431414600669126e-05
85109,842,48.0,4,1,57,13.68691189050471,3.431414600669126e-05
81350,360,48.0,4,1,52,13.68691189050471,3.431414600669126e-05
66460,333,48.0,4,1,72,13.68691189050471,3.431414600669126e-05
25850,341,48.0,4,1,77,13.68691189050471,3.431414600669126e-05
44881,937,47.5,4,1,55,13.544339891645285,3.431414600669126e-05
29657,106,47.0,4,1,156,13.401767892785863,3.431414600669126e-05
96794,1224,47.0,5,1,46,13.401767892785863,4.289268250836407e-05
47250,61,46.5,5,1,140,13.259195893926437,4.289268250836407e-05
91074,879,46.0,4,4,50,13.116623895067015,3.431414600669126e-05
113804,740,45.99999999999999,5,1,53,13.116623895067011,4.289268250836407e-05
49919,114,43.83333333333333,4,4,382,12.498811900009509,3.431414600669126e-05
9781,619,43.666666666666664,4,1,64,12.4512879003897,3.431414600669126e-05
9635,2394,43.5,3,3,62,12.403763900769892,2.5735609505018444e-05
48239,218,43.08333333333333,4,1,79,12.284953901720371,3.431414600669126e-05
102296,200,43.0,3,1,67,12.261191901910468,2.5735609505018444e-05
27933,63,43.0,4,1,248,12.261191901910468,3.431414600669126e-05
3492,32,42.5,5,1,74,12.118619903051044,4.289268250836407e-05
70747,324,42.0,4,1,89,11.97604790419162,3.431414600669126e-05
94546,23,41.5,4,1,103,11.833475905332197,3.431414600669126e-05
67282,367,41.0,4,1,55,11.690903906472773,3.431414600669126e-05
28728,1097,41.0,5,1,55,11.690903906472773,4.289268250836407e-05
68913,1600,41.0,5,1,67,11.690903906472773,4.289268250836407e-05
105881,268,41.0,5,1,84,11.690903906472773,4.289268250836407e-05
52050,1549,41.0,4,1,74,11.690903906472773,3.431414600669126e-05
66864,388,40.5,5,1,108,11.548331907613349,4.289268250836407e-05
76368,365,40.0,4,1,130,11.405759908753925,3.431414600669126e-05
74057,730,40.0,3,1,95,11.405759908753925,2.5735609505018444e-05
18044,882,40.0,4,1,112,11.405759908753925,3.431414600669126e-05
60549,1134,40.0,4,1,72,11.405759908753925,3.431414600669126e-05
34738,207,40.0,3,1,95,11.405759908753925,2.5735609505018444e-05
1116,152,40.0,3,1,56,11.405759908753925,2.5735609505018444e-05
62625,594,40.0,4,1,55,11.405759908753925,3.431414600669126e-05
2123,145,40.0,4,1,158,11.405759908753925,3.431414600669126e-05
28590,649,40.0,4,1,55,11.405759908753925,3.431414600669126e-05
3969,330,39.0,4,1,54,11.120615911035078,3.431414600669126e-05
103568,395,39.0,3,1,74,11.120615911035078,2.5735609505018444e-05
62627,54,39.0,3,3,81,11.120615911035078,2.5735609505018444e-05
49897,241,38.666666666666664,4,4,80,11.02556791179546,3.431414600669126e-05
70497,137,38.5,3,1,91,10.978043912175654,2.5735609505018444e-05
74295,496,38.0,4,1,76,10.835471913316228,3.431414600669126e-05
4496,240,38.0,3,1,75,10.835471913316228,2.5735609505018444e-05
15287,837,38.0,4,1,65,10.835471913316228,3.431414600669126e-05
104900,299,38.0,5,1,66,10.835471913316228,4.289268250836407e-05
38023,1227,38.0,4,1,67,10.835471913316228,3.431414600669126e-05
60284,107,38.0,4,1,43,10.835471913316228,3.431414600669126e-05
90582,334,38.0,4,1,78,10.835471913316228,3.431414600669126e-05
6504,95,38.0,4,1,256,10.835471913316228,3.431414600669126e-05
64587,801,37.5,6,6,62,10.692899914456804,5.147121901003689e-05
85507,466,37.0,7,1,106,10.55032791559738,6.00497555117097e-05
48449,18,37.0,4,1,48,10.55032791559738,3.431414600669126e-05
113437,567,37.0,4,1,49,10.55032791559738,3.431414600669126e-05
64257,1533,37.0,6,6,92,10.55032791559738,5.147121901003689e-05
38320,7,36.0,4,1,152,10.265183917878533,3.431414600669126e-05
8017,546,36.0,3,1,133,10.265183917878533,2.5735609505018444e-05
69840,563,36.0,3,3,60,10.265183917878533,2.5735609505018444e-05
7611,260,36.0,3,1,104,10.265183917878533,2.5735609505018444e-05
4615,252,36.0,3,1,207,10.265183917878533,2.5735609505018444e-05
108344,754,36.0,4,1,66,10.265183917878533,3.431414600669126e-05
59609,880,36.0,3,1,66,10.265183917878533,2.5735609505018444e-05
84843,322,36.0,4,1,55,10.265183917878533,3.431414600669126e-05
110687,696,36.0,3,1,97,10.265183917878533,2.5735609505018444e-05
24506,339,36.0,4,1,77,10.265183917878533,3.431414600669126e-05
111746,46,36.0,3,1,64,10.265183917878533,2.5735609505018444e-05
74731,235,36.0,3,1,73,10.265183917878533,2.5735609505018444e-05
8783,362,35.0,4,1,50,9.980039920159685,3.431414600669126e-05
33348,104,35.0,4,1,135,9.980039920159685,3.431414600669126e-05
26610,782,34.78333333333333,6,1,94,9.918258720653933,5.147121901003689e-05
61698,581,34.0,3,1,65,9.694895922440836,2.5735609505018444e-05
56516,321,34.0,4,1,86,9.694895922440836,3.431414600669126e-05
70524,823,34.0,4,1,73,9.694895922440836,3.431414600669126e-05
62914,1173,34.0,4,1,57,9.694895922440836,3.431414600669126e-05
107205,972,34.0,4,1,63,9.694895922440836,3.431414600669126e-05
92238,197,33.5,4,1,68,9.552323923581412,3.431414600669126e-05
116264,373,33.5,4,1,69,9.552323923581412,3.431414600669126e-05
39184,643,33.0,3,1,51,9.409751924721988,2.5735609505018444e-05
75475,1931,32.5,4,1,54,9.267179925862564,3.431414600669126e-05
54505,43,32.0,4,4,69,9.12460792700314,3.431414600669126e-05
55439,528,32.0,3,1,158,9.12460792700314,2.5735609505018444e-05
102489,540,32.0,3,1,142,9.12460792700314,2.5735609505018444e-05
70437,142,32.0,4,1,52,9.12460792700314,3.431414600669126e-05
28094,194,32.0,4,1,67,9.12460792700314,3.431414600669126e-05
64923,209,32.0,3,1,83,9.12460792700314,2.5735609505018444e-05
83419,271,32.0,4,4,58,9.12460792700314,3.431414600669126e-05
67283,1775,32.0,3,1,104,9.12460792700314,2.5735609505018444e-05
67358,505,31.0,3,1,81,8.83946392928429,2.5735609505018444e-05
10400,639,31.0,3,1,92,8.83946392928429,2.5735609505018444e-05
24110,1111,31.0,3,3,57,8.83946392928429,2.5735609505018444e-05
50605,809,30.833333333333332,4,4,60,8.791939929664483,3.431414600669126e-05
96684,807,30.0,3,3,61,8.554319931565443,2.5735609505018444e-05
90279,1070,30.0,4,4,64,8.554319931565443,3.431414600669126e-05
25795,122,30.0,4,1,59,8.554319931565443,3.431414600669126e-05
88219,288,30.0,4,1,67,8.554319931565443,3.431414600669126e-05
114808,403,30.0,3,1,67,8.554319931565443,2.5735609505018444e-05
56140,188,30.0,3,1,110,8.554319931565443,2.5735609505018444e-05
56823,376,30.0,3,1,90,8.554319931565443,2.5735609505018444e-05
73627,272,30.0,3,1,74,8.554319931565443,2.5735609505018444e-05
76901,242,30.0,3,1,164,8.554319931565443,2.5735609505018444e-05
80091,231,30.0,3,1,77,8.554319931565443,2.5735609505018444e-05
45790,750,30.0,4,1,113,8.554319931565443,3.431414600669126e-05
51026,50,30.0,3,1,102,8.554319931565443,2.5735609505018444e-05
104039,47,30.0,3,1,75,8.554319931565443,2.5735609505018444e-05
11935,650,30.0,3,1,61,8.554319931565443,2.5735609505018444e-05
105841,253,30.0,3,1,78,8.554319931565443,2.5735609505018444e-05
50816,40,30.0,3,1,224,8.554319931565443,2.5735609505018444e-05
107025,1085,30.0,3,1,53,8.554319931565443,2.5735609505018444e-05
3569,543,29.5,3,3,57,8.41174793270602,2.5735609505018444e-05
11317,963,29.0,3,3,77,8.269175933846595,2.5735609505018444e-05
91756,1588,29.0,3,1,75,8.269175933846595,2.5735609505018444e-05
69708,296,29.0,4,4,71,8.269175933846595,3.431414600669126e-05
71090,4,29.0,3,3,136,8.269175933846595,2.5735609505018444e-05
27932,332,28.5,5,1,66,8.126603934987171,4.289268250836407e-05
63177,538,28.5,4,4,50,8.126603934987171,3.431414600669126e-05
20670,111,28.0,4,1,80,7.984031936127748,3.431414600669126e-05
94744,205,28.0,3,3,117,7.984031936127748,2.5735609505018444e-05
10256,618,28.0,3,3,69,7.984031936127748,2.5735609505018444e-05
115139,49,28.0,4,1,77,7.984031936127748,3.431414600669126e-05
10599,354,28.0,4,1,44,7.984031936127748,3.431414600669126e-05
4790,37,28.0,3,1,83,7.984031936127748,2.5735609505018444e-05
112465,484,28.0,4,4,122,7.984031936127748,3.431414600669126e-05
4453,364,28.0,4,1,67,7.984031936127748,3.431414600669126e-05
95475,113,28.0,4,4,77,7.984031936127748,3.431414600669126e-05
55120,219,28.0,4,1,73,7.984031936127748,3.431414600669126e-05
81912,475,28.0,4,1,80,7.984031936127748,3.431414600669126e-05
77972,1469,28.0,4,1,61,7.984031936127748,3.431414600669126e-05
60837,109,27.5,4,4,72,7.841459937268323,3.431414600669126e-05
81930,942,27.0,3,1,63,7.698887938408899,2.5735609505018444e-05
68841,361,27.0,3,1,119,7.698887938408899,2.5735609505018444e-05
111227,711,27.0,3,3,55,7.698887938408899,2.5735609505018444e-05
66705,314,26.0,4,4,67,7.413743940690051,3.431414600669126e-05
80525,1511,26.0,3,3,56,7.413743940690051,2.5735609505018444e-05
64585,465,26.0,3,3,76,7.413743940690051,2.5735609505018444e-05
87857,1150,26.0,4,1,60,7.413743940690051,3.431414600669126e-05
80341,1763,26.0,3,3,109,7.413743940690051,2.5735609505018444e-05
3504,300,26.0,3,1,54,7.413743940690051,2.5735609505018444e-05
9490,232,26.0,4,4,164,7.413743940690051,3.431414600669126e-05
107259,689,26.0,4,1,133,7.413743940690051,3.431414600669126e-05
66723,215,25.833333333333332,4,1,79,7.366219941070243,3.431414600669126e-05
87797,2099,25.5,5,5,61,7.2711719418306275,4.289268250836407e-05
114224,183,25.0,3,3,44,7.128599942971203,2.5735609505018444e-05
102359,57,25.0,3,3,121,7.128599942971203,2.5735609505018444e-05
114254,767,25.0,3,3,48,7.128599942971203,2.5735609505018444e-05
85120,648,25.0,3,3,57,7.128599942971203,2.5735609505018444e-05
8937,525,25.0,3,3,165,7.128599942971203,2.5735609505018444e-05
75426,920,25.0,3,1,53,7.128599942971203,2.5735609505018444e-05
63595,248,25.0,5,5,95,7.128599942971203,4.289268250836407e-05
60267,850,25.0,3,1,105,7.128599942971203,2.5735609505018444e-05
77535,833,24.5,5,5,52,6.986027944111779,4.289268250836407e-05
2519,230,24.0,3,1,111,6.843455945252355,2.5735609505018444e-05
89121,1646,24.0,3,3,49,6.843455945252355,2.5735609505018444e-05
108503,254,24.0,3,1,64,6.843455945252355,2.5735609505018444e-05
4793,841,24.0,3,3,77,6.843455945252355,2.5735609505018444e-05
53040,374,24.0,3,1,77,6.843455945252355,2.5735609505018444e-05
203,2413,24.0,3,3,71,6.843455945252355,2.5735609505018444e-05
58123,606,24.0,2,2,49,6.843455945252355,1.715707300334563e-05
26640,216,24.0,5,1,100,6.843455945252355,4.289268250836407e-05
111097,256,24.0,3,1,55,6.843455945252355,2.5735609505018444e-05
58624,747,24.0,3,3,64,6.843455945252355,2.5735609505018444e-05
19253,169,24.0,3,1,48,6.843455945252355,2.5735609505018444e-05
67869,162,24.0,5,1,50,6.843455945252355,4.289268250836407e-05
39271,413,24.0,3,3,62,6.843455945252355,2.5735609505018444e-05
46615,855,24.0,3,1,56,6.843455945252355,2.5735609505018444e-05
62164,1528,23.0,2,2,58,6.558311947533507,1.715707300334563e-05
44869,591,23.0,4,1,57,6.558311947533507,3.431414600669126e-05
54608,228,23.0,3,3,52,6.558311947533507,2.5735609505018444e-05
99881,396,23.0,3,3,57,6.558311947533507,2.5735609505018444e-05
16155,282,23.0,4,1,65,6.558311947533507,3.431414600669126e-05
8148,250,23.0,3,3,109,6.558311947533507,2.5735609505018444e-05
111520,893,23.0,3,1,53,6.558311947533507,2.5735609505018444e-05
55420,105,23.0,4,1,52,6.558311947533507,3.431414600669126e-05
5220,420,22.0,3,1,72,6.273167949814659,2.5735609505018444e-05
90775,691,22.0,2,2,51,6.273167949814659,1.715707300334563e-05
66477,503,22.0,3,1,49,6.273167949814659,2.5735609505018444e-05
18509,541,22.0,3,3,55,6.273167949814659,2.5735609505018444e-05
64255,565,21.0,2,2,115,5.98802395209581,1.715707300334563e-05
85,1792,21.0,2,2,53,5.98802395209581,1.715707300334563e-05
5450,163,20.5,4,4,98,5.8454519532363864,3.431414600669126e-05
89987,86,20.0,3,1,61,5.702879954376963,2.5735609505018444e-05
93301,664,20.0,3,3,52,5.702879954376963,2.5735609505018444e-05
2601,237,20.0,3,1,94,5.702879954376963,2.5735609505018444e-05
3154,266,20.0,2,2,49,5.702879954376963,1.715707300334563e-05
49974,753,20.0,3,1,61,5.702879954376963,2.5735609505018444e-05
6913,642,20.0,3,3,62,5.702879954376963,2.5735609505018444e-05
74388,492,20.0,3,1,51,5.702879954376963,2.5735609505018444e-05
66421,1284,20.0,3,3,77,5.702879954376963,2.5735609505018444e-05
39633,1271,20.0,3,1,60,5.702879954376963,2.5735609505018444e-05
58527,728,20.0,3,1,66,5.702879954376963,2.5735609505018444e-05
19304,196,20.0,3,1,56,5.702879954376963,2.5735609505018444e-05
4783,370,20.0,3,1,64,5.702879954376963,2.5735609505018444e-05
59204,179,19.0,2,2,83,5.417735956658114,1.715707300334563e-05
49921,305,19.0,2,2,87,5.417735956658114,1.715707300334563e-05
74429,2393,19.0,2,2,57,5.417735956658114,1.715707300334563e-05
114282,389,19.0,2,2,45,5.417735956658114,1.715707300334563e-05
96836,1073,19.0,3,3,58,5.417735956658114,2.5735609505018444e-05
5294,182,19.0,3,3,49,5.417735956658114,2.5735609505018444e-05
5356,524,19.0,4,4,100,5.417735956658114,3.431414600669126e-05
94142,251,19.0,3,3,65,5.417735956658114,2.5735609505018444e-05
51014,78,19.0,3,1,105,5.417735956658114,2.5735609505018444e-05
108658,146,19.0,3,1,48,5.417735956658114,2.5735609505018444e-05
114636,569,19.0,2,2,58,5.417735956658114,1.715707300334563e-05
41202,423,18.833333333333332,5,5,80,5.370211957038306,4.289268250836407e-05
13767,991,18.0,4,4,62,5.132591958939266,3.431414600669126e-05
13893,385,18.0,3,3,55,5.132591958939266,2.5735609505018444e-05
32943,550,18.0,2,2,61,5.132591958939266,1.715707300334563e-05
35623,1926,18.0,3,3,52,5.132591958939266,2.5735609505018444e-05
14054,1087,18.0,3,3,56,5.132591958939266,2.5735609505018444e-05
81563,1520,18.0,3,1,81,5.132591958939266,2.5735609505018444e-05
17554,289,17.0,3,1,56,4.847447961220418,2.5735609505018444e-05
404,64,17.0,3,1,53,4.847447961220418,2.5735609505018444e-05
17578,688,17.0,3,1,54,4.847447961220418,2.5735609505018444e-05
91152,204,17.0,3,1,74,4.847447961220418,2.5735609505018444e-05
39648,424,17.0,3,3,61,4.847447961220418,2.5735609505018444e-05
10810,351,17.0,3,1,49,4.847447961220418,2.5735609505018444e-05
15562,329,17.0,3,1,71,4.847447961220418,2.5735609505018444e-05
93416,1337,16.0,2,2,84,4.56230396350157,1.715707300334563e-05
15712,846,16.0,3,1,55,4.56230396350157,2.5735609505018444e-05
91558,624,16.0,2,2,53,4.56230396350157,1.715707300334563e-05
35488,302,16.0,3,3,68,4.56230396350157,2.5735609505018444e-05
39130,512,16.0,3,1,61,4.56230396350157,2.5735609505018444e-05
12343,1200,16.0,2,2,59,4.56230396350157,1.715707300334563e-05
9491,1133,16.0,2,2,96,4.56230396350157,1.715707300334563e-05
18685,226,16.0,2,2,63,4.56230396350157,1.715707300334563e-05
31681,1396,16.0,2,2,62,4.56230396350157,1.715707300334563e-05
90829,630,16.0,2,2,51,4.56230396350157,1.715707300334563e-05
4439,622,15.0,5,5,55,4.2771599657827215,4.289268250836407e-05
28427,576,15.0,3,3,59,4.2771599657827215,2.5735609505018444e-05
67067,490,15.0,2,2,68,4.2771599657827215,1.715707300334563e-05
43046,1279,15.0,3,3,63,4.2771599657827215,2.5735609505018444e-05
90285,517,14.5,3,3,53,4.134587966923298,2.5735609505018444e-05
24251,147,14.0,2,2,59,3.992015968063874,1.715707300334563e-05
47462,1457,14.0,3,1,51,3.992015968063874,2.5735609505018444e-05
23010,789,14.0,3,3,66,3.992015968063874,2.5735609505018444e-05
37976,1797,14.0,3,3,52,3.992015968063874,2.5735609505018444e-05
23340,173,14.0,3,1,62,3.992015968063874,2.5735609505018444e-05
66746,1155,14.0,2,2,59,3.992015968063874,1.715707300334563e-05
8250,620,14.0,2,2,48,3.992015968063874,1.715707300334563e-05
5640,1924,14.0,3,3,64,3.992015968063874,2.5735609505018444e-05
112658,1959,14.0,3,3,53,3.992015968063874,2.5735609505018444e-05
58890,472,14.0,3,3,61,3.992015968063874,2.5735609505018444e-05
76499,1958,13.0,2,2,53,3.7068719703450257,1.715707300334563e-05
3259,621,13.0,3,3,63,3.7068719703450257,2.5735609505018444e-05
41858,239,13.0,2,2,48,3.7068719703450257,1.715707300334563e-05
68022,2233,13.0,2,2,58,3.7068719703450257,1.715707300334563e-05
12470,615,13.0,2,2,54,3.7068719703450257,1.715707300334563e-05
40403,1801,12.0,2,2,51,3.4217279726261776,1.715707300334563e-05
33284,1670,12.0,2,2,56,3.4217279726261776,1.715707300334563e-05
32247,348,12.0,2,2,73,3.4217279726261776,1.715707300334563e-05
25739,501,12.0,2,2,80,3.4217279726261776,1.715707300334563e-05
12339,647,12.0,2,2,60,3.4217279726261776,1.715707300334563e-05
61903,295,12.0,2,2,70,3.4217279726261776,1.715707300334563e-05
111291,117,11.0,2,2,45,3.1365839749073294,1.715707300334563e-05
15736,91,11.0,2,2,50,3.1365839749073294,1.715707300334563e-05
1900,1639,10.0,2,2,55,2.8514399771884813,1.715707300334563e-05
2612,599,10.0,2,2,51,2.8514399771884813,1.715707300334563e-05
3123,566,10.0,2,2,58,2.8514399771884813,1.715707300334563e-05
8874,588,10.0,2,1,44,2.8514399771884813,1.715707300334563e-05
11346,707,10.0,2,1,50,2.8514399771884813,1.715707300334563e-05
6471,516,10.0,2,2,43,2.8514399771884813,1.715707300334563e-05
